Chr	gene_name	geneStart	geneEnd	exon_name	exonStart	exonEnd
chr2	TTN	179391738	179669368	exon71	179463232	179463380
chr2	TTN	179391738	179669368	exon72	179463474	179463788
chr2	TTN	179391738	179669368	exon73	179463872	179464171
chr2	TTN	179391738	179669368	exon74	179464280	179464576
chr2	TTN	179391738	179669368	exon75	179465580	179465897
chr2	TTN	179391738	179669368	exon76	179465991	179466290
chr2	TTN	179391738	179669368	exon77	179466384	179466513
chr2	TTN	179391738	179669368	exon78	179466608	179466640
chr2	TTN	179391738	179669368	exon79	179466728	179466876
chr2	TTN	179391738	179669368	exon80	179467008	179467316
chr2	TTN	179391738	179669368	exon81	179468602	179469031
chr2	TTN	179391738	179669368	exon82	179469434	179469624
chr2	TTN	179391738	179669368	exon83	179469713	179470021
chr2	TTN	179391738	179669368	exon84	179470140	179470439
chr2	TTN	179391738	179669368	exon85	179471747	179472040
chr2	TTN	179391738	179669368	exon86	179472127	179472411
chr2	TTN	179391738	179669368	exon87	179472511	179472807
chr2	TTN	179391738	179669368	exon88	179472904	179473203
chr2	TTN	179391738	179669368	exon89	179473332	179473634
chr2	TTN	179391738	179669368	exon90	179473934	179474296
chr2	TTN	179391738	179669368	exon91	179474410	179474712
chr2	TTN	179391738	179669368	exon92	179474816	179475115
chr2	TTN	179391738	179669368	exon93	179475719	179475997
chr2	TTN	179391738	179669368	exon94	179476098	179476403
chr2	TTN	179391738	179669368	exon95	179476484	179476680
chr2	TTN	179391738	179669368	exon96	179476783	179476888
chr2	TTN	179391738	179669368	exon97	179477003	179477302
chr2	TTN	179391738	179669368	exon98	179477499	179477798
chr2	TTN	179391738	179669368	exon99	179477887	179478002
chr2	TTN	179391738	179669368	exon100	179478477	179478663
chr2	TTN	179391738	179669368	exon101	179478778	179479074
chr2	TTN	179391738	179669368	exon102	179479192	179479479
chr2	TTN	179391738	179669368	exon103	179479573	179479694
chr2	TTN	179391738	179669368	exon104	179480033	179480210
chr2	TTN	179391738	179669368	exon105	179480367	179480514
chr2	TTN	179391738	179669368	exon106	179481205	179481356
chr2	TTN	179391738	179669368	exon107	179481455	179481739
chr2	TTN	179391738	179669368	exon108	179481846	179481960
chr2	TTN	179391738	179669368	exon109	179482051	179482238
chr2	TTN	179391738	179669368	exon110	179482505	179482807
chr2	TTN	179391738	179669368	exon111	179482915	179483217
chr2	TTN	179391738	179669368	exon112	179483310	179483579
chr2	TTN	179391738	179669368	exon113	179484347	179484613
chr2	TTN	179391738	179669368	exon114	179484714	179484838
chr2	TTN	179391738	179669368	exon115	179484943	179485351
chr2	TTN	179391738	179669368	exon116	179485441	179485719
chr2	TTN	179391738	179669368	exon117	179485828	179486094
chr2	TTN	179391738	179669368	exon118	179486201	179486467
chr2	TTN	179391738	179669368	exon119	179486566	179486734
chr2	TTN	179391738	179669368	exon120	179487396	179487493
chr2	TTN	179391738	179669368	exon121	179489191	179489457
chr2	TTN	179391738	179669368	exon122	179489999	179490122
chr2	TTN	179391738	179669368	exon123	179494027	179494169
chr2	TTN	179391738	179669368	exon124	179494967	179495093
chr2	TTN	179391738	179669368	exon125	179495530	179495669
chr2	TTN	179391738	179669368	exon126	179495760	179496026
chr2	TTN	179391738	179669368	exon127	179496873	179497139
chr2	TTN	179391738	179669368	exon128	179497252	179497518
chr2	TTN	179391738	179669368	exon129	179497644	179497770
chr2	TTN	179391738	179669368	exon130	179497913	179498052
chr2	TTN	179391738	179669368	exon131	179498139	179498402
chr2	TTN	179391738	179669368	exon132	179498543	179498809
chr2	TTN	179391738	179669368	exon133	179499092	179499355
chr2	TTN	179391738	179669368	exon134	179499449	179499575
chr2	TTN	179391738	179669368	exon135	179499891	179500030
chr2	TTN	179391738	179669368	exon136	179500166	179500441
chr2	TTN	179391738	179669368	exon137	179500689	179500967
chr2	TTN	179391738	179669368	exon138	179501124	179501525
chr2	TTN	179391738	179669368	exon139	179502095	179502145
chr2	TTN	179391738	179669368	exon140	179504425	179504514
chr2	TTN	179391738	179669368	exon141	179504774	179504836
chr2	TTN	179391738	179669368	exon142	179505267	179505356
chr2	TTN	179391738	179669368	exon143	179505967	179506041
chr2	TTN	179391738	179669368	exon144	179506963	179507043
chr2	TTN	179391738	179669368	exon145	179602808	179603086
chr2	TTN	179391738	179669368	exon146	179603867	179606647
chr2	TTN	179391738	179669368	exon147	179617850	179617906
chr2	TTN	179391738	179669368	exon148	179622268	179622642
chr2	TTN	179391738	179669368	exon149	179623710	179623898
chr2	TTN	179391738	179669368	exon150	179628903	179629028
chr2	TTN	179391738	179669368	exon151	179629253	179629537
chr2	TTN	179391738	179669368	exon152	179631107	179631338
chr2	TTN	179391738	179669368	exon153	179632485	179632650
chr2	TTN	179391738	179669368	exon154	179632740	179632881
chr2	TTN	179391738	179669368	exon155	179633399	179633659
chr2	TTN	179391738	179669368	exon156	179634405	179634665
chr2	TTN	179391738	179669368	exon157	179634786	179635046
chr2	TTN	179391738	179669368	exon158	179635138	179635401
chr2	TTN	179391738	179669368	exon159	179635937	179636197
chr2	TTN	179391738	179669368	exon160	179637835	179638095
chr2	TTN	179391738	179669368	exon161	179638188	179638451
chr2	TTN	179391738	179669368	exon162	179638564	179638836
chr2	TTN	179391738	179669368	exon163	179638933	179639199
chr2	TTN	179391738	179669368	exon164	179639647	179639928
chr2	TTN	179391738	179669368	exon165	179640082	179641775
chr2	TTN	179391738	179669368	exon166	179641875	179642043
chr2	TTN	179391738	179669368	exon167	179642146	179642310
chr2	TTN	179391738	179669368	exon168	179642430	179642701
chr2	TTN	179391738	179669368	exon169	179643600	179643844
chr2	TTN	179391738	179669368	exon170	179643955	179644188
chr2	TTN	179391738	179669368	exon171	179644726	179644931
chr2	TTN	179391738	179669368	exon172	179645847	179645989
chr2	TTN	179391738	179669368	exon173	179646938	179647153
chr2	TTN	179391738	179669368	exon174	179647265	179647328
chr2	TTN	179391738	179669368	exon175	179647532	179647790
chr2	TTN	179391738	179669368	exon176	179648446	179648511
chr2	TTN	179391738	179669368	exon177	179648796	179649077
chr2	TTN	179391738	179669368	exon178	179650346	179650468
chr2	TTN	179391738	179669368	exon179	179650574	179650867
chr2	TTN	179391738	179669368	exon180	179654086	179654223
chr2	TTN	179391738	179669368	exon181	179654704	179654841
chr2	TTN	179391738	179669368	exon182	179656798	179656923
chr2	TTN	179391738	179669368	exon183	179658130	179658267
chr2	TTN	179391738	179669368	exon184	179659125	179659277
chr2	TTN	179391738	179669368	exon185	179659648	179659978
chr2	TTN	179391738	179669368	exon186	179664213	179664457
chr2	TTN	179391738	179669368	exon187	179664551	179664636
chr2	TTN	179391738	179669368	exon188	179665121	179665408
chr2	TTN	179391738	179669368	exon189	179666864	179667067
chr2	TTN	179391738	179669368	exon190	179669278	179669368
chr2	TTN	179391738	179669368	exon0	179391738	179392033
chr2	TTN	179391738	179669368	exon1	179392172	179392474
chr2	TTN	179391738	179669368	exon2	179393000	179393153
chr2	TTN	179391738	179669368	exon3	179393254	179393945
chr2	TTN	179391738	179669368	exon4	179394686	179394842
chr2	TTN	179391738	179669368	exon5	179394967	179400575
chr2	TTN	179391738	179669368	exon6	179400708	179401301
chr2	TTN	179391738	179669368	exon7	179401664	179401969
chr2	TTN	179391738	179669368	exon8	179402068	179402643
chr2	TTN	179391738	179669368	exon9	179403266	179403565
chr2	TTN	179391738	179669368	exon10	179403672	179403977
chr2	TTN	179391738	179669368	exon11	179404108	179404692
chr2	TTN	179391738	179669368	exon12	179404794	179405096
chr2	TTN	179391738	179669368	exon13	179406008	179406310
chr2	TTN	179391738	179669368	exon14	179406990	179407289
chr2	TTN	179391738	179669368	exon15	179407388	179407675
chr2	TTN	179391738	179669368	exon16	179407795	179408388
chr2	TTN	179391738	179669368	exon17	179408560	179408841
chr2	TTN	179391738	179669368	exon18	179408927	179409232
chr2	TTN	179391738	179669368	exon19	179410114	179410419
chr2	TTN	179391738	179669368	exon20	179410546	179410842
chr2	TTN	179391738	179669368	exon21	179410938	179411228
chr2	TTN	179391738	179669368	exon22	179411326	179411631
chr2	TTN	179391738	179669368	exon23	179411729	179412031
chr2	TTN	179391738	179669368	exon24	179412133	179414199
chr2	TTN	179391738	179669368	exon25	179414296	179414595
chr2	TTN	179391738	179669368	exon26	179414712	179414999
chr2	TTN	179391738	179669368	exon27	179415693	179415986
chr2	TTN	179391738	179669368	exon28	179416356	179418122
chr2	TTN	179391738	179669368	exon29	179418228	179418533
chr2	TTN	179391738	179669368	exon30	179418640	179418942
chr2	TTN	179391738	179669368	exon31	179419179	179419478
chr2	TTN	179391738	179669368	exon32	179419591	179419878
chr2	TTN	179391738	179669368	exon33	179421574	179421870
chr2	TTN	179391738	179669368	exon34	179421979	179422281
chr2	TTN	179391738	179669368	exon35	179422374	179422961
chr2	TTN	179391738	179669368	exon36	179423067	179423363
chr2	TTN	179391738	179669368	exon37	179424037	179441142
chr2	TTN	179391738	179669368	exon38	179441255	179441557
chr2	TTN	179391738	179669368	exon39	179441649	179442236
chr2	TTN	179391738	179669368	exon40	179442328	179442624
chr2	TTN	179391738	179669368	exon41	179442714	179442911
chr2	TTN	179391738	179669368	exon42	179443337	179443441
chr2	TTN	179391738	179669368	exon43	179443532	179444119
chr2	TTN	179391738	179669368	exon44	179444287	179444574
chr2	TTN	179391738	179669368	exon45	179444665	179444955
chr2	TTN	179391738	179669368	exon46	179445048	179445335
chr2	TTN	179391738	179669368	exon47	179446225	179446530
chr2	TTN	179391738	179669368	exon48	179446632	179446934
chr2	TTN	179391738	179669368	exon49	179447022	179447318
chr2	TTN	179391738	179669368	exon50	179447666	179447953
chr2	TTN	179391738	179669368	exon51	179448333	179448632
chr2	TTN	179391738	179669368	exon52	179449002	179449304
chr2	TTN	179391738	179669368	exon53	179449395	179449694
chr2	TTN	179391738	179669368	exon54	179449798	179450073
chr2	TTN	179391738	179669368	exon55	179451231	179451533
chr2	TTN	179391738	179669368	exon56	179451844	179452143
chr2	TTN	179391738	179669368	exon57	179452242	179452526
chr2	TTN	179391738	179669368	exon58	179452625	179452945
chr2	TTN	179391738	179669368	exon59	179453264	179456230
chr2	TTN	179391738	179669368	exon60	179456325	179456618
chr2	TTN	179391738	179669368	exon61	179456704	179457003
chr2	TTN	179391738	179669368	exon62	179457105	179457386
chr2	TTN	179391738	179669368	exon63	179457501	179457809
chr2	TTN	179391738	179669368	exon64	179457899	179458201
chr2	TTN	179391738	179669368	exon65	179458294	179458593
chr2	TTN	179391738	179669368	exon66	179458687	179458968
chr2	TTN	179391738	179669368	exon67	179459070	179459372
chr2	TTN	179391738	179669368	exon68	179460233	179460535
chr2	TTN	179391738	179669368	exon69	179462264	179462545
chr2	TTN	179391738	179669368	exon70	179462634	179462784
chr2	TTN	179391738	179669368	exon71	179463232	179463380
chr2	TTN	179391738	179669368	exon72	179463474	179463788
chr2	TTN	179391738	179669368	exon73	179463872	179464171
chr2	TTN	179391738	179669368	exon74	179464280	179464576
chr2	TTN	179391738	179669368	exon75	179465580	179465897
chr2	TTN	179391738	179669368	exon76	179465991	179466290
chr2	TTN	179391738	179669368	exon77	179466384	179466513
chr2	TTN	179391738	179669368	exon78	179466608	179466640
chr2	TTN	179391738	179669368	exon79	179466728	179466876
chr2	TTN	179391738	179669368	exon80	179467008	179467316
chr2	TTN	179391738	179669368	exon81	179468602	179469031
chr2	TTN	179391738	179669368	exon82	179469434	179469624
chr2	TTN	179391738	179669368	exon83	179469713	179470021
chr2	TTN	179391738	179669368	exon84	179470140	179470439
chr2	TTN	179391738	179669368	exon85	179471747	179472040
chr2	TTN	179391738	179669368	exon86	179472127	179472411
chr2	TTN	179391738	179669368	exon87	179472511	179472807
chr2	TTN	179391738	179669368	exon88	179472904	179473203
chr2	TTN	179391738	179669368	exon89	179473332	179473634
chr2	TTN	179391738	179669368	exon90	179473934	179474296
chr2	TTN	179391738	179669368	exon91	179474410	179474712
chr2	TTN	179391738	179669368	exon92	179474816	179475115
chr2	TTN	179391738	179669368	exon93	179475719	179475997
chr2	TTN	179391738	179669368	exon94	179476098	179476403
chr2	TTN	179391738	179669368	exon95	179476484	179476680
chr2	TTN	179391738	179669368	exon96	179476783	179476888
chr2	TTN	179391738	179669368	exon97	179477003	179477302
chr2	TTN	179391738	179669368	exon98	179477499	179477798
chr2	TTN	179391738	179669368	exon99	179477887	179478002
chr2	TTN	179391738	179669368	exon100	179478477	179478663
chr2	TTN	179391738	179669368	exon101	179478778	179479074
chr2	TTN	179391738	179669368	exon102	179479192	179479479
chr2	TTN	179391738	179669368	exon103	179479573	179479694
chr2	TTN	179391738	179669368	exon104	179480033	179480210
chr2	TTN	179391738	179669368	exon105	179480367	179480514
chr2	TTN	179391738	179669368	exon106	179481205	179481356
chr2	TTN	179391738	179669368	exon107	179481455	179481739
chr2	TTN	179391738	179669368	exon108	179481846	179481960
chr2	TTN	179391738	179669368	exon109	179482051	179482238
chr2	TTN	179391738	179669368	exon110	179482505	179482807
chr2	TTN	179391738	179669368	exon111	179482915	179483217
chr2	TTN	179391738	179669368	exon112	179483310	179483579
chr2	TTN	179391738	179669368	exon113	179484347	179484613
chr2	TTN	179391738	179669368	exon114	179484714	179484838
chr2	TTN	179391738	179669368	exon115	179484943	179485351
chr2	TTN	179391738	179669368	exon116	179485441	179485719
chr2	TTN	179391738	179669368	exon117	179485828	179486094
chr2	TTN	179391738	179669368	exon118	179486201	179486467
chr2	TTN	179391738	179669368	exon119	179486566	179486734
chr2	TTN	179391738	179669368	exon120	179487396	179487493
chr2	TTN	179391738	179669368	exon121	179489191	179489457
chr2	TTN	179391738	179669368	exon122	179489999	179490122
chr2	TTN	179391738	179669368	exon123	179494027	179494169
chr2	TTN	179391738	179669368	exon124	179494967	179495093
chr2	TTN	179391738	179669368	exon125	179495530	179495669
chr2	TTN	179391738	179669368	exon126	179495760	179496026
chr2	TTN	179391738	179669368	exon127	179496873	179497139
chr2	TTN	179391738	179669368	exon128	179497252	179497518
chr2	TTN	179391738	179669368	exon129	179497644	179497770
chr2	TTN	179391738	179669368	exon130	179497913	179498052
chr2	TTN	179391738	179669368	exon131	179498139	179498402
chr2	TTN	179391738	179669368	exon132	179498543	179498809
chr2	TTN	179391738	179669368	exon133	179499092	179499355
chr2	TTN	179391738	179669368	exon134	179499449	179499575
chr2	TTN	179391738	179669368	exon135	179499891	179500030
chr2	TTN	179391738	179669368	exon136	179500166	179500441
chr2	TTN	179391738	179669368	exon137	179500689	179500967
chr2	TTN	179391738	179669368	exon138	179501124	179501525
chr2	TTN	179391738	179669368	exon139	179502095	179502145
chr2	TTN	179391738	179669368	exon140	179504425	179504514
chr2	TTN	179391738	179669368	exon141	179504774	179504836
chr2	TTN	179391738	179669368	exon142	179505267	179505356
chr2	TTN	179391738	179669368	exon143	179505967	179506041
chr2	TTN	179391738	179669368	exon144	179506963	179507043
chr2	TTN	179391738	179669368	exon145	179509274	179509342
chr2	TTN	179391738	179669368	exon146	179510646	179510756
chr2	TTN	179391738	179669368	exon147	179514543	179514620
chr2	TTN	179391738	179669368	exon148	179514890	179514997
chr2	TTN	179391738	179669368	exon149	179515477	179515560
chr2	TTN	179391738	179669368	exon150	179515969	179516046
chr2	TTN	179391738	179669368	exon151	179516179	179516262
chr2	TTN	179391738	179669368	exon152	179516392	179516475
chr2	TTN	179391738	179669368	exon153	179516610	179516693
chr2	TTN	179391738	179669368	exon154	179516822	179516905
chr2	TTN	179391738	179669368	exon155	179516990	179517073
chr2	TTN	179391738	179669368	exon156	179517184	179517267
chr2	TTN	179391738	179669368	exon157	179523731	179523814
chr2	TTN	179391738	179669368	exon158	179523898	179523981
chr2	TTN	179391738	179669368	exon159	179527692	179527781
chr2	TTN	179391738	179669368	exon160	179534944	179535021
chr2	TTN	179391738	179669368	exon161	179535816	179535896
chr2	TTN	179391738	179669368	exon162	179536697	179536993
chr2	TTN	179391738	179669368	exon163	179537133	179537207
chr2	TTN	179391738	179669368	exon164	179537361	179537429
chr2	TTN	179391738	179669368	exon165	179538359	179538436
chr2	TTN	179391738	179669368	exon166	179539040	179539135
chr2	TTN	179391738	179669368	exon167	179539765	179539839
chr2	TTN	179391738	179669368	exon168	179540647	179540721
chr2	TTN	179391738	179669368	exon169	179542347	179542643
chr2	TTN	179391738	179669368	exon170	179542851	179542934
chr2	TTN	179391738	179669368	exon171	179543140	179543223
chr2	TTN	179391738	179669368	exon172	179543473	179543556
chr2	TTN	179391738	179669368	exon173	179544065	179544142
chr2	TTN	179391738	179669368	exon174	179544325	179544408
chr2	TTN	179391738	179669368	exon175	179544620	179544781
chr2	TTN	179391738	179669368	exon176	179544980	179545057
chr2	TTN	179391738	179669368	exon177	179545805	179545897
chr2	TTN	179391738	179669368	exon178	179546102	179546176
chr2	TTN	179391738	179669368	exon179	179546387	179546464
chr2	TTN	179391738	179669368	exon180	179547423	179547629
chr2	TTN	179391738	179669368	exon181	179547937	179548017
chr2	TTN	179391738	179669368	exon182	179548725	179548808
chr2	TTN	179391738	179669368	exon183	179549056	179549139
chr2	TTN	179391738	179669368	exon184	179549392	179549475
chr2	TTN	179391738	179669368	exon185	179549632	179549715
chr2	TTN	179391738	179669368	exon186	179549979	179550056
chr2	TTN	179391738	179669368	exon187	179550244	179550324
chr2	TTN	179391738	179669368	exon188	179552837	179552950
chr2	TTN	179391738	179669368	exon189	179553403	179553504
chr2	TTN	179391738	179669368	exon190	179553779	179553862
chr2	TTN	179391738	179669368	exon191	179554016	179554099
chr2	TTN	179391738	179669368	exon192	179554241	179554321
chr2	TTN	179391738	179669368	exon193	179554539	179554622
chr2	TTN	179391738	179669368	exon194	179556742	179556825
chr2	TTN	179391738	179669368	exon195	179557223	179557306
chr2	TTN	179391738	179669368	exon196	179558335	179558415
chr2	TTN	179391738	179669368	exon197	179558648	179558734
chr2	TTN	179391738	179669368	exon198	179559325	179559402
chr2	TTN	179391738	179669368	exon199	179559555	179559632
chr2	TTN	179391738	179669368	exon200	179560074	179560136
chr2	TTN	179391738	179669368	exon201	179560591	179560995
chr2	TTN	179391738	179669368	exon202	179561847	179561894
chr2	TTN	179391738	179669368	exon203	179563569	179563640
chr2	TTN	179391738	179669368	exon204	179565846	179565929
chr2	TTN	179391738	179669368	exon205	179566254	179566313
chr2	TTN	179391738	179669368	exon206	179566766	179566792
chr2	TTN	179391738	179669368	exon207	179566894	179566971
chr2	TTN	179391738	179669368	exon208	179567180	179567389
chr2	TTN	179391738	179669368	exon209	179568873	179569133
chr2	TTN	179391738	179669368	exon210	179569236	179569503
chr2	TTN	179391738	179669368	exon211	179569603	179569692
chr2	TTN	179391738	179669368	exon212	179569900	179570083
chr2	TTN	179391738	179669368	exon213	179571180	179571465
chr2	TTN	179391738	179669368	exon214	179571588	179571680
chr2	TTN	179391738	179669368	exon215	179572252	179572539
chr2	TTN	179391738	179669368	exon216	179574292	179574582
chr2	TTN	179391738	179669368	exon217	179575361	179575648
chr2	TTN	179391738	179669368	exon218	179575788	179576075
chr2	TTN	179391738	179669368	exon219	179576670	179576948
chr2	TTN	179391738	179669368	exon220	179577041	179577319
chr2	TTN	179391738	179669368	exon221	179577423	179577701
chr2	TTN	179391738	179669368	exon222	179577811	179578098
chr2	TTN	179391738	179669368	exon223	179578623	179578901
chr2	TTN	179391738	179669368	exon224	179579018	179579299
chr2	TTN	179391738	179669368	exon225	179579712	179579990
chr2	TTN	179391738	179669368	exon226	179580219	179580500
chr2	TTN	179391738	179669368	exon227	179581821	179582108
chr2	TTN	179391738	179669368	exon228	179582249	179582536
chr2	TTN	179391738	179669368	exon229	179582669	179582947
chr2	TTN	179391738	179669368	exon230	179583048	179583326
chr2	TTN	179391738	179669368	exon231	179583421	179583699
chr2	TTN	179391738	179669368	exon232	179583890	179584177
chr2	TTN	179391738	179669368	exon233	179584280	179584558
chr2	TTN	179391738	179669368	exon234	179584709	179584990
chr2	TTN	179391738	179669368	exon235	179585111	179585389
chr2	TTN	179391738	179669368	exon236	179585647	179585928
chr2	TTN	179391738	179669368	exon237	179586573	179586860
chr2	TTN	179391738	179669368	exon238	179586985	179587272
chr2	TTN	179391738	179669368	exon239	179587385	179587663
chr2	TTN	179391738	179669368	exon240	179587772	179588050
chr2	TTN	179391738	179669368	exon241	179588144	179588422
chr2	TTN	179391738	179669368	exon242	179588582	179588869
chr2	TTN	179391738	179669368	exon243	179588986	179589264
chr2	TTN	179391738	179669368	exon244	179590094	179590375
chr2	TTN	179391738	179669368	exon245	179590494	179590772
chr2	TTN	179391738	179669368	exon246	179591816	179592097
chr2	TTN	179391738	179669368	exon247	179592311	179592589
chr2	TTN	179391738	179669368	exon248	179592836	179593123
chr2	TTN	179391738	179669368	exon249	179593226	179593504
chr2	TTN	179391738	179669368	exon250	179593617	179593895
chr2	TTN	179391738	179669368	exon251	179594014	179594292
chr2	TTN	179391738	179669368	exon252	179594390	179594671
chr2	TTN	179391738	179669368	exon253	179594819	179595097
chr2	TTN	179391738	179669368	exon254	179595231	179595518
chr2	TTN	179391738	179669368	exon255	179595651	179595929
chr2	TTN	179391738	179669368	exon256	179596031	179596309
chr2	TTN	179391738	179669368	exon257	179596419	179596697
chr2	TTN	179391738	179669368	exon258	179596792	179597073
chr2	TTN	179391738	179669368	exon259	179597166	179597444
chr2	TTN	179391738	179669368	exon260	179597560	179597847
chr2	TTN	179391738	179669368	exon261	179597965	179598243
chr2	TTN	179391738	179669368	exon262	179598340	179598618
chr2	TTN	179391738	179669368	exon263	179599054	179599332
chr2	TTN	179391738	179669368	exon264	179599433	179599714
chr2	TTN	179391738	179669368	exon265	179600237	179600800
chr2	TTN	179391738	179669368	exon266	179602808	179603086
chr2	TTN	179391738	179669368	exon267	179617850	179617906
chr2	TTN	179391738	179669368	exon268	179623710	179623898
chr2	TTN	179391738	179669368	exon269	179628903	179629028
chr2	TTN	179391738	179669368	exon270	179629253	179629537
chr2	TTN	179391738	179669368	exon271	179631107	179631338
chr2	TTN	179391738	179669368	exon272	179632485	179632650
chr2	TTN	179391738	179669368	exon273	179632740	179632881
chr2	TTN	179391738	179669368	exon274	179633399	179633659
chr2	TTN	179391738	179669368	exon275	179634405	179634665
chr2	TTN	179391738	179669368	exon276	179634786	179635046
chr2	TTN	179391738	179669368	exon277	179635138	179635401
chr2	TTN	179391738	179669368	exon278	179635937	179636197
chr2	TTN	179391738	179669368	exon279	179637835	179638095
chr2	TTN	179391738	179669368	exon280	179638188	179638451
chr2	TTN	179391738	179669368	exon281	179638564	179638836
chr2	TTN	179391738	179669368	exon282	179638933	179639199
chr2	TTN	179391738	179669368	exon283	179639647	179639928
chr2	TTN	179391738	179669368	exon284	179640082	179641775
chr2	TTN	179391738	179669368	exon285	179641875	179642043
chr2	TTN	179391738	179669368	exon286	179642146	179642310
chr2	TTN	179391738	179669368	exon287	179642430	179642701
chr2	TTN	179391738	179669368	exon288	179643600	179643844
chr2	TTN	179391738	179669368	exon289	179643955	179644188
chr2	TTN	179391738	179669368	exon290	179644726	179644931
chr2	TTN	179391738	179669368	exon291	179645847	179645989
chr2	TTN	179391738	179669368	exon292	179646938	179647153
chr2	TTN	179391738	179669368	exon293	179647265	179647328
chr2	TTN	179391738	179669368	exon294	179647532	179647790
chr2	TTN	179391738	179669368	exon295	179648446	179648511
chr2	TTN	179391738	179669368	exon296	179648796	179649077
chr2	TTN	179391738	179669368	exon297	179650346	179650468
chr2	TTN	179391738	179669368	exon298	179650574	179650867
chr2	TTN	179391738	179669368	exon299	179654086	179654223
chr2	TTN	179391738	179669368	exon300	179654704	179654841
chr2	TTN	179391738	179669368	exon301	179655434	179655571
chr2	TTN	179391738	179669368	exon302	179656798	179656923
chr2	TTN	179391738	179669368	exon303	179658130	179658267
chr2	TTN	179391738	179669368	exon304	179659125	179659277
chr2	TTN	179391738	179669368	exon305	179659648	179659978
chr2	TTN	179391738	179669368	exon306	179664213	179664457
chr2	TTN	179391738	179669368	exon307	179664551	179664636
chr2	TTN	179391738	179669368	exon308	179665121	179665408
chr2	TTN	179391738	179669368	exon309	179666864	179667067
chr2	TTN	179391738	179669368	exon310	179669278	179669368
