CHROM	POS	AC	AN	PolyPhen	LoF_flags	LoF	AF
2	179410287	4	120942	NA	NA	NA	3.3073704751037686E-5
2	179410293	2	120944	NA	NA	NA	1.653657891255457E-5
2	179410293	2	120944	NA	NA	NA	1.653657891255457E-5
2	179410293	2	120944	NA	NA	NA	1.653657891255457E-5
2	179410293	2	120944	NA	NA	NA	1.653657891255457E-5
2	179410296	1	120934	NA	NA	NA	8.268973158913126E-6
2	179410296	1	120934	NA	NA	NA	8.268973158913126E-6
2	179410296	1	120934	NA	NA	NA	8.268973158913126E-6
2	179410296	1	120934	NA	NA	NA	8.268973158913126E-6
2	179410297	4	120936	NA	NA	NA	3.307534563736191E-5
2	179410297	4	120936	NA	NA	NA	3.307534563736191E-5
2	179410297	4	120936	NA	NA	NA	3.307534563736191E-5
2	179410297	4	120936	possibly_damaging(0.812)	NA	NA	3.307534563736191E-5
2	179410298	2	120940	NA	NA	NA	1.65371258475277E-5
2	179410298	2	120940	NA	NA	NA	1.65371258475277E-5
2	179410298	2	120940	NA	NA	NA	1.65371258475277E-5
2	179410298	2	120940	possibly_damaging(0.898)	NA	NA	1.65371258475277E-5
2	179410300	1	120940	NA	NA	NA	8.26856292376385E-6
2	179410300	1	120940	NA	NA	NA	8.26856292376385E-6
2	179410300	1	120940	NA	NA	NA	8.26856292376385E-6
2	179410300	1	120940	possibly_damaging(0.621)	NA	NA	8.26856292376385E-6
2	179410304	1	120946	NA	NA	NA	8.268152729317216E-6
2	179410304	1	120946	NA	NA	NA	8.268152729317216E-6
2	179410304	1	120946	NA	NA	NA	8.268152729317216E-6
2	179410304	1	120946	possibly_damaging(0.822)	NA	NA	8.268152729317216E-6
2	179410306	2	120946	NA	NA	NA	1.6536305458634432E-5
2	179410306	2	120946	NA	NA	NA	1.6536305458634432E-5
2	179410306	2	120946	NA	NA	NA	1.6536305458634432E-5
2	179410306	2	120946	benign(0.418)	NA	NA	1.6536305458634432E-5
2	179410333	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410333	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410333	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410333	1	120936	probably_damaging(0.982)	NA	NA	8.268836409340477E-6
2	179410340	3	120936	NA	NA	NA	2.4806509228021434E-5
2	179410340	3	120936	NA	NA	NA	2.4806509228021434E-5
2	179410340	3	120936	NA	NA	NA	2.4806509228021434E-5
2	179410340	3	120936	benign(0.418)	NA	NA	2.4806509228021434E-5
2	179410343	2	120928	NA	NA	NA	1.6538766869542206E-5
2	179410343	2	120928	NA	NA	NA	1.6538766869542206E-5
2	179410343	2	120928	NA	NA	NA	1.6538766869542206E-5
2	179410343	2	120928	possibly_damaging(0.621)	NA	NA	1.6538766869542206E-5
2	179410351	2	120904	NA	NA	NA	1.654204989082247E-5
2	179410351	2	120904	NA	NA	NA	1.654204989082247E-5
2	179410351	2	120904	NA	NA	NA	1.654204989082247E-5
2	179410351	2	120904	possibly_damaging(0.803)	NA	NA	1.654204989082247E-5
2	179410375	1	120874	NA	NA	NA	8.273077750384698E-6
2	179410375	1	120874	NA	NA	NA	8.273077750384698E-6
2	179410375	1	120874	NA	NA	NA	8.273077750384698E-6
2	179410375	1	120874	possibly_damaging(0.621)	NA	NA	8.273077750384698E-6
2	179410383	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410383	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410383	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410383	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410387	2	120866	NA	NA	NA	1.6547250674300466E-5
2	179410387	2	120866	NA	NA	NA	1.6547250674300466E-5
2	179410387	2	120866	NA	NA	NA	1.6547250674300466E-5
2	179410387	2	120866	benign(0.418)	NA	NA	1.6547250674300466E-5
2	179410394	1	120858	NA	NA	NA	8.27417299640901E-6
2	179410394	1	120858	NA	NA	NA	8.27417299640901E-6
2	179410394	1	120858	NA	NA	NA	8.27417299640901E-6
2	179410394	1	120858	possibly_damaging(0.621)	NA	NA	8.27417299640901E-6
2	179410397	1	120850	NA	NA	NA	8.274720728175424E-6
2	179410397	1	120850	NA	NA	NA	8.274720728175424E-6
2	179410397	1	120850	NA	NA	NA	8.274720728175424E-6
2	179410397	1	120850	possibly_damaging(0.822)	NA	NA	8.274720728175424E-6
2	179410403	2	120846	NA	NA	NA	1.6549989242506992E-5
2	179410403	2	120846	NA	NA	NA	1.6549989242506992E-5
2	179410403	2	120846	NA	NA	NA	1.6549989242506992E-5
2	179410403	2	120846	probably_damaging(0.961)	NA	NA	1.6549989242506992E-5
2	179410404	2	120842	NA	NA	NA	1.6550537064927757E-5
2	179410404	2	120842	NA	NA	NA	1.6550537064927757E-5
2	179410404	2	120842	NA	NA	NA	1.6550537064927757E-5
2	179410404	2	120842	NA	NA	NA	1.6550537064927757E-5
2	179410406	1	120844	NA	NA	NA	8.275131574592036E-6
2	179410406	1	120844	NA	NA	NA	8.275131574592036E-6
2	179410406	1	120844	NA	NA	NA	8.275131574592036E-6
2	179410406	1	120844	possibly_damaging(0.822)	NA	NA	8.275131574592036E-6
2	179410424	2	120838	NA	NA	NA	1.6551084923616744E-5
2	179410424	2	120838	NA	NA	NA	1.6551084923616744E-5
2	179410424	2	120838	NA	NA	NA	1.6551084923616744E-5
2	179410424	2	120838	NA	NA	NA	1.6551084923616744E-5
2	179410443	1	120834	NA	NA	NA	8.275816409288777E-6
2	179410443	1	120834	NA	NA	NA	8.275816409288777E-6
2	179410443	1	120834	NA	NA	NA	8.275816409288777E-6
2	179410443	1	120834	NA	NA	NA	8.275816409288777E-6
2	179410452	3	120836	NA	NA	NA	2.4827038299844417E-5
2	179410452	3	120836	NA	NA	NA	2.4827038299844417E-5
2	179410452	3	120836	NA	NA	NA	2.4827038299844417E-5
2	179410452	3	120836	NA	NA	NA	2.4827038299844417E-5
2	179410457	3	120830	NA	NA	NA	2.4828271124720683E-5
2	179410457	3	120830	NA	NA	NA	2.4828271124720683E-5
2	179410457	3	120830	NA	NA	NA	2.4828271124720683E-5
2	179410457	3	120830	NA	NA	NA	2.4828271124720683E-5
2	179410468	496	120830	NA	NA	NA	0.00410494082595382
2	179410468	496	120830	NA	NA	NA	0.00410494082595382
2	179410468	496	120830	NA	NA	NA	0.00410494082595382
2	179410468	496	120830	NA	NA	NA	0.00410494082595382
2	179410517	4	120808	NA	NA	NA	3.3110390040394676E-5
2	179410517	4	120808	NA	NA	NA	3.3110390040394676E-5
2	179410517	4	120808	NA	NA	NA	3.3110390040394676E-5
2	179410517	4	120808	NA	NA	NA	3.3110390040394676E-5
2	179410530	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410530	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410530	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410530	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410538	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410538	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410538	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410538	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410539	2	120816	NA	NA	NA	1.655409879486161E-5
2	179410539	2	120816	NA	NA	NA	1.655409879486161E-5
2	179410539	2	120816	NA	NA	NA	1.655409879486161E-5
2	179410539	2	120816	NA	NA	NA	1.655409879486161E-5
2	179410548	6	120832	NA	NA	NA	4.9655720338983054E-5
2	179410548	6	120832	NA	NA	NA	4.9655720338983054E-5
2	179410548	6	120832	NA	NA	NA	4.9655720338983054E-5
2	179410548	6	120832	benign(0.153)	NA	NA	4.9655720338983054E-5
2	179410553	1	120830	NA	NA	NA	8.276090374906894E-6
2	179410553	1	120830	NA	NA	NA	8.276090374906894E-6
2	179410553	1	120830	NA	NA	NA	8.276090374906894E-6
2	179410553	1	120830	benign(0.307)	NA	NA	8.276090374906894E-6
2	179410557	19	120826	NA	NA	NA	1.5725092281462598E-4
2	179410557	19	120826	NA	NA	NA	1.5725092281462598E-4
2	179410557	19	120826	NA	NA	NA	1.5725092281462598E-4
2	179410557	19	120826	NA	NA	NA	1.5725092281462598E-4
2	179410565	1	120832	NA	NA	NA	8.275953389830508E-6
2	179410565	1	120832	NA	NA	NA	8.275953389830508E-6
2	179410565	1	120832	NA	NA	NA	8.275953389830508E-6
2	179410565	1	120832	benign(0.097)	NA	NA	8.275953389830508E-6
2	179410568	12	120832	NA	NA	NA	9.931144067796611E-5
2	179410568	12	120832	NA	NA	NA	9.931144067796611E-5
2	179410568	12	120832	NA	NA	NA	9.931144067796611E-5
2	179410568	12	120832	benign(0.031)	NA	NA	9.931144067796611E-5
2	179410581	2	120834	NA	NA	NA	1.6551632818577553E-5
2	179410581	2	120834	NA	NA	NA	1.6551632818577553E-5
2	179410581	2	120834	NA	NA	NA	1.6551632818577553E-5
2	179410581	2	120834	NA	NA	NA	1.6551632818577553E-5
2	179410588	1	120854	NA	NA	NA	8.274446853227862E-6
2	179410588	1	120854	NA	NA	NA	8.274446853227862E-6
2	179410588	1	120854	NA	NA	NA	8.274446853227862E-6
2	179410588	1	120854	benign(0.307)	NA	NA	8.274446853227862E-6
2	179410599	1	120854	NA	NA	NA	8.274446853227862E-6
2	179410599	1	120854	NA	NA	NA	8.274446853227862E-6
2	179410599	1	120854	NA	NA	NA	8.274446853227862E-6
2	179410599	1	120854	NA	NA	NA	8.274446853227862E-6
2	179410610	1	120874	NA	NA	NA	8.273077750384698E-6
2	179410610	1	120874	NA	NA	NA	8.273077750384698E-6
2	179410610	1	120874	NA	NA	NA	8.273077750384698E-6
2	179410610	1	120874	benign(0.299)	NA	NA	8.273077750384698E-6
2	179410619	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410619	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410619	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410619	2	120878	possibly_damaging(0.86)	NA	NA	1.6545607968364798E-5
2	179410621	1	120878	NA	NA	NA	8.272803984182399E-6
2	179410621	1	120878	NA	NA	NA	8.272803984182399E-6
2	179410621	1	120878	NA	NA	NA	8.272803984182399E-6
2	179410621	1	120878	possibly_damaging(0.569)	NA	NA	8.272803984182399E-6
2	179410621	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410621	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410621	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410621	2	120878	possibly_damaging(0.553)	NA	NA	1.6545607968364798E-5
2	179410622	3	120884	NA	NA	NA	2.4817180106548426E-5
2	179410622	3	120884	NA	NA	NA	2.4817180106548426E-5
2	179410622	3	120884	NA	NA	NA	2.4817180106548426E-5
2	179410622	3	120884	NA	NA	NA	2.4817180106548426E-5
2	179410641	2	120888	NA	NA	NA	1.6544239295877177E-5
2	179410641	2	120888	NA	NA	NA	1.6544239295877177E-5
2	179410641	2	120888	NA	NA	NA	1.6544239295877177E-5
2	179410641	2	120888	NA	NA	NA	1.6544239295877177E-5
2	179410643	7	120896	NA	NA	NA	5.790100582318687E-5
2	179410643	7	120896	NA	NA	NA	5.790100582318687E-5
2	179410643	7	120896	NA	NA	NA	5.790100582318687E-5
2	179410643	7	120896	possibly_damaging(0.621)	NA	NA	5.790100582318687E-5
2	179410644	1	120896	NA	NA	NA	8.271572260455268E-6
2	179410644	1	120896	NA	NA	NA	8.271572260455268E-6
2	179410644	1	120896	NA	NA	NA	8.271572260455268E-6
2	179410644	1	120896	NA	NA	NA	8.271572260455268E-6
2	179410651	2	120894	NA	NA	NA	1.6543418201068706E-5
2	179410651	2	120894	NA	NA	NA	1.6543418201068706E-5
2	179410651	2	120894	NA	NA	NA	1.6543418201068706E-5
2	179410651	2	120894	benign(0.22)	NA	NA	1.6543418201068706E-5
2	179410658	4	120896	NA	NA	NA	3.308628904182107E-5
2	179410658	4	120896	NA	NA	NA	3.308628904182107E-5
2	179410658	4	120896	NA	NA	NA	3.308628904182107E-5
2	179410658	4	120896	benign(0.312)	NA	NA	3.308628904182107E-5
2	179410659	7	120894	NA	NA	NA	5.7901963703740466E-5
2	179410659	7	120894	NA	NA	NA	5.7901963703740466E-5
2	179410659	7	120894	NA	NA	NA	5.7901963703740466E-5
2	179410659	7	120894	NA	NA	NA	5.7901963703740466E-5
2	179410659	1	120894	NA	NA	NA	8.271709100534353E-6
2	179410659	1	120894	NA	NA	NA	8.271709100534353E-6
2	179410659	1	120894	NA	NA	NA	8.271709100534353E-6
2	179410659	1	120894	NA	NA	NA	8.271709100534353E-6
2	179410666	514	120896	NA	NA	NA	0.004251588141874007
2	179410666	514	120896	NA	NA	NA	0.004251588141874007
2	179410666	514	120896	NA	NA	NA	0.004251588141874007
2	179410666	514	120896	possibly_damaging(0.788)	NA	NA	0.004251588141874007
2	179410682	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410682	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410682	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410682	1	120924	possibly_damaging(0.635)	NA	NA	8.269656974628692E-6
2	179410683	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410683	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410683	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410683	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410687	1	120932	NA	NA	NA	8.269109913008963E-6
2	179410687	1	120932	NA	NA	NA	8.269109913008963E-6
2	179410687	1	120932	NA	NA	NA	8.269109913008963E-6
2	179410687	1	120932	possibly_damaging(0.621)	NA	NA	8.269109913008963E-6
2	179410693	50	120934	NA	NA	NA	4.134486579456563E-4
2	179410693	50	120934	NA	NA	NA	4.134486579456563E-4
2	179410693	50	120934	NA	NA	NA	4.134486579456563E-4
2	179410693	50	120934	benign(0.415)	NA	NA	4.134486579456563E-4
2	179410698	1	120932	NA	NA	NA	8.269109913008963E-6
2	179410698	1	120932	NA	NA	NA	8.269109913008963E-6
2	179410698	1	120932	NA	NA	NA	8.269109913008963E-6
2	179410698	1	120932	probably_damaging(0.926)	NA	NA	8.269109913008963E-6
2	179410704	881	120938	NA	NA	NA	0.007284724404240189
2	179410704	881	120938	NA	NA	NA	0.007284724404240189
2	179410704	881	120938	NA	NA	NA	0.007284724404240189
2	179410704	881	120938	NA	NA	NA	0.007284724404240189
2	179410710	1	120930	NA	NA	NA	8.269246671628215E-6
2	179410710	1	120930	NA	NA	NA	8.269246671628215E-6
2	179410710	1	120930	NA	NA	NA	8.269246671628215E-6
2	179410710	1	120930	possibly_damaging(0.637)	NA	NA	8.269246671628215E-6
2	179410712	1	120926	NA	NA	NA	8.269520202437855E-6
2	179410712	1	120926	NA	NA	NA	8.269520202437855E-6
2	179410712	1	120926	NA	NA	NA	8.269520202437855E-6
2	179410712	1	120926	possibly_damaging(0.902)	NA	NA	8.269520202437855E-6
2	179410713	1	120930	NA	NA	NA	8.269246671628215E-6
2	179410713	1	120930	NA	NA	NA	8.269246671628215E-6
2	179410713	1	120930	NA	NA	NA	8.269246671628215E-6
2	179410713	1	120930	NA	NA	NA	8.269246671628215E-6
2	179410718	14	120936	NA	NA	NA	1.1576370973076669E-4
2	179410718	14	120936	NA	NA	NA	1.1576370973076669E-4
2	179410718	14	120936	NA	NA	NA	1.1576370973076669E-4
2	179410718	14	120936	possibly_damaging(0.635)	NA	NA	1.1576370973076669E-4
2	179410719	40	120942	NA	NA	NA	3.307370475103769E-4
2	179410719	40	120942	NA	NA	NA	3.307370475103769E-4
2	179410719	40	120942	NA	NA	NA	3.307370475103769E-4
2	179410719	40	120942	NA	NA	NA	3.307370475103769E-4
2	179410720	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410720	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410720	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410720	1	120936	possibly_damaging(0.812)	NA	NA	8.268836409340477E-6
2	179410721	100	120942	NA	NA	NA	8.268426187759422E-4
2	179410721	100	120942	NA	NA	NA	8.268426187759422E-4
2	179410721	100	120942	NA	NA	NA	8.268426187759422E-4
2	179410721	100	120942	possibly_damaging(0.898)	NA	NA	8.268426187759422E-4
2	179410730	4	120940	NA	NA	NA	3.30742516950554E-5
2	179410730	4	120940	NA	NA	NA	3.30742516950554E-5
2	179410730	4	120940	NA	NA	NA	3.30742516950554E-5
2	179410730	4	120940	possibly_damaging(0.867)	NA	NA	3.30742516950554E-5
2	179410731	1	120940	NA	NA	NA	8.26856292376385E-6
2	179410731	1	120940	NA	NA	NA	8.26856292376385E-6
2	179410731	1	120940	NA	NA	NA	8.26856292376385E-6
2	179410731	1	120940	NA	NA	NA	8.26856292376385E-6
2	179410733	1	120944	NA	NA	NA	8.268289456277286E-6
2	179410733	1	120944	NA	NA	NA	8.268289456277286E-6
2	179410733	1	120944	NA	NA	NA	8.268289456277286E-6
2	179410733	1	120944	benign(0.112)	NA	NA	8.268289456277286E-6
2	179410737	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410737	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410737	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410737	1	120936	possibly_damaging(0.537)	NA	NA	8.268836409340477E-6
2	179410738	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410738	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410738	1	120936	NA	NA	NA	8.268836409340477E-6
2	179410738	1	120936	possibly_damaging(0.537)	NA	NA	8.268836409340477E-6
2	179410744	1	120926	NA	NA	NA	8.269520202437855E-6
2	179410744	1	120926	NA	NA	NA	8.269520202437855E-6
2	179410744	1	120926	NA	NA	NA	8.269520202437855E-6
2	179410744	1	120926	benign(0.415)	NA	NA	8.269520202437855E-6
2	179410757	1	120912	NA	NA	NA	8.270477702792114E-6
2	179410757	1	120912	NA	NA	NA	8.270477702792114E-6
2	179410757	1	120912	NA	NA	NA	8.270477702792114E-6
2	179410757	1	120912	probably_damaging(0.989)	NA	NA	8.270477702792114E-6
2	179410758	26	120916	NA	NA	NA	2.1502530682457243E-4
2	179410758	26	120916	NA	NA	NA	2.1502530682457243E-4
2	179410758	26	120916	NA	NA	NA	2.1502530682457243E-4
2	179410758	26	120916	NA	NA	NA	2.1502530682457243E-4
2	179410759	1	120918	NA	NA	NA	8.27006731834797E-6
2	179410759	1	120918	NA	NA	NA	8.27006731834797E-6
2	179410759	1	120918	NA	NA	NA	8.27006731834797E-6
2	179410759	1	120918	probably_damaging(0.942)	NA	NA	8.27006731834797E-6
2	179410767	4	120918	NA	NA	NA	3.308026927339188E-5
2	179410767	4	120918	NA	NA	NA	3.308026927339188E-5
2	179410767	4	120918	NA	NA	NA	3.308026927339188E-5
2	179410767	4	120918	NA	NA	NA	3.308026927339188E-5
2	179410768	2	120930	NA	NA	NA	1.653849334325643E-5
2	179410768	2	120930	NA	NA	NA	1.653849334325643E-5
2	179410768	2	120930	NA	NA	NA	1.653849334325643E-5
2	179410768	2	120930	probably_damaging(0.913)	NA	NA	1.653849334325643E-5
2	179410787	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410787	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410787	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410787	1	120924	possibly_damaging(0.523)	NA	NA	8.269656974628692E-6
2	179410793	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410793	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410793	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410793	1	120924	NA	NA	NA	8.269656974628692E-6
2	179410800	1	120910	NA	NA	NA	8.270614506657845E-6
2	179410800	1	120910	NA	NA	NA	8.270614506657845E-6
2	179410800	1	120910	NA	NA	NA	8.270614506657845E-6
2	179410800	1	120910	NA	NA	NA	8.270614506657845E-6
2	179410809	9	120910	NA	NA	NA	7.44355305599206E-5
2	179410809	9	120910	NA	NA	NA	7.44355305599206E-5
2	179410809	9	120910	NA	NA	NA	7.44355305599206E-5
2	179410809	9	120910	possibly_damaging(0.637)	NA	NA	7.44355305599206E-5
2	179410810	2	120908	NA	NA	NA	1.654150263009892E-5
2	179410810	2	120908	NA	NA	NA	1.654150263009892E-5
2	179410810	2	120908	NA	NA	NA	1.654150263009892E-5
2	179410810	2	120908	possibly_damaging(0.727)	NA	NA	1.654150263009892E-5
2	179410811	1	120908	NA	NA	NA	8.27075131504946E-6
2	179410811	1	120908	NA	NA	NA	8.27075131504946E-6
2	179410811	1	120908	NA	NA	NA	8.27075131504946E-6
2	179410811	1	120908	possibly_damaging(0.637)	NA	NA	8.27075131504946E-6
2	179410814	12	120892	NA	NA	NA	9.926215134169341E-5
2	179410814	12	120892	NA	NA	NA	9.926215134169341E-5
2	179410814	12	120892	NA	NA	NA	9.926215134169341E-5
2	179410814	12	120892	benign(0.312)	NA	NA	9.926215134169341E-5
2	179410815	498	120902	NA	NA	NA	0.0041190385601561595
2	179410815	498	120902	NA	NA	NA	0.0041190385601561595
2	179410815	498	120902	NA	NA	NA	0.0041190385601561595
2	179410815	498	120902	NA	NA	NA	0.0041190385601561595
2	179410821	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410821	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410821	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410821	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410833	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410833	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410833	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410833	1	120892	NA	NA	NA	8.271845945141119E-6
2	179410835	1	120880	NA	NA	NA	8.27266710787558E-6
2	179410835	1	120880	NA	NA	NA	8.27266710787558E-6
2	179410835	1	120880	NA	NA	NA	8.27266710787558E-6
2	179410835	1	120880	probably_damaging(0.959)	NA	NA	8.27266710787558E-6
2	179410836	1	120882	NA	NA	NA	8.272530236098013E-6
2	179410836	1	120882	NA	NA	NA	8.272530236098013E-6
2	179410836	1	120882	NA	NA	NA	8.272530236098013E-6
2	179410836	1	120882	NA	NA	NA	8.272530236098013E-6
2	179410847	1	120852	NA	NA	NA	8.274583788435442E-6
2	179410847	1	120852	NA	NA	NA	8.274583788435442E-6
2	179410847	1	120852	NA	NA	NA	8.274583788435442E-6
2	179410847	1	120852	NA	NA	NA	8.274583788435442E-6
2	179410859	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410859	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410859	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410859	1	120816	NA	NA	NA	8.277049397430804E-6
2	179410867	2	120812	NA	NA	NA	1.655464688938185E-5
2	179410867	2	120812	NA	NA	NA	1.655464688938185E-5
2	179410867	2	120812	NA	NA	NA	1.655464688938185E-5
2	179410867	2	120812	NA	NA	NA	1.655464688938185E-5
2	179410868	2	120808	NA	NA	NA	1.6555195020197338E-5
2	179410868	2	120808	NA	NA	NA	1.6555195020197338E-5
2	179410868	2	120808	NA	NA	NA	1.6555195020197338E-5
2	179410868	2	120808	NA	NA	NA	1.6555195020197338E-5
2	179410870	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410870	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410870	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410870	1	120810	NA	NA	NA	8.27746047512623E-6
2	179410875	1	120792	NA	NA	NA	8.278693953241936E-6
2	179410875	1	120792	NA	NA	NA	8.278693953241936E-6
2	179410875	1	120792	NA	NA	NA	8.278693953241936E-6
2	179410875	1	120792	NA	NA	NA	8.278693953241936E-6
2	179410890	2	120784	NA	NA	NA	1.6558484567492383E-5
2	179410890	2	120784	NA	NA	NA	1.6558484567492383E-5
2	179410890	2	120784	NA	NA	NA	1.6558484567492383E-5
2	179410890	2	120784	NA	NA	NA	1.6558484567492383E-5
2	179410894	1	120782	NA	NA	NA	8.279379377721846E-6
2	179410894	1	120782	NA	NA	NA	8.279379377721846E-6
2	179410894	1	120782	NA	NA	NA	8.279379377721846E-6
2	179410894	1	120782	NA	NA	NA	8.279379377721846E-6
2	179410898	1	120780	NA	NA	NA	8.279516476237788E-6
2	179410898	1	120780	NA	NA	NA	8.279516476237788E-6
2	179410898	1	120780	NA	NA	NA	8.279516476237788E-6
2	179410898	1	120780	NA	NA	NA	8.279516476237788E-6
2	179410905	1	120804	NA	NA	NA	8.27787159365584E-6
2	179410905	1	120804	NA	NA	NA	8.27787159365584E-6
2	179410905	1	120804	NA	NA	NA	8.27787159365584E-6
2	179410905	1	120804	NA	NA	NA	8.27787159365584E-6
2	179410909	1	120824	NA	NA	NA	8.276501357346223E-6
2	179410909	1	120824	NA	NA	NA	8.276501357346223E-6
2	179410909	1	120824	NA	NA	NA	8.276501357346223E-6
2	179410909	1	120824	NA	NA	NA	8.276501357346223E-6
2	179410912	4	120834	NA	NA	NA	3.3103265637155106E-5
2	179410912	4	120834	NA	NA	NA	3.3103265637155106E-5
2	179410912	4	120834	NA	NA	NA	3.3103265637155106E-5
2	179410912	4	120834	NA	NA	NA	3.3103265637155106E-5
2	179410930	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410930	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410930	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410930	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410931	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410931	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410931	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410931	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410947	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410947	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410947	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410947	1	120866	benign(0.292)	NA	NA	8.273625337150233E-6
2	179410951	1	120864	NA	NA	NA	8.273762245168123E-6
2	179410951	1	120864	NA	NA	NA	8.273762245168123E-6
2	179410951	1	120864	NA	NA	NA	8.273762245168123E-6
2	179410951	1	120864	benign(0.299)	NA	NA	8.273762245168123E-6
2	179410953	1	120870	NA	NA	NA	8.27335153470671E-6
2	179410953	1	120870	NA	NA	NA	8.27335153470671E-6
2	179410953	1	120870	NA	NA	NA	8.27335153470671E-6
2	179410953	1	120870	benign(0.0)	NA	NA	8.27335153470671E-6
2	179410954	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410954	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410954	1	120866	NA	NA	NA	8.273625337150233E-6
2	179410954	1	120866	benign(0.0)	NA	NA	8.273625337150233E-6
2	179410963	2	120874	NA	NA	NA	1.6546155500769396E-5
2	179410963	2	120874	NA	NA	NA	1.6546155500769396E-5
2	179410963	2	120874	NA	NA	NA	1.6546155500769396E-5
2	179410963	2	120874	possibly_damaging(0.867)	NA	NA	1.6546155500769396E-5
2	179410964	4	120882	NA	NA	NA	3.309012094439205E-5
2	179410964	4	120882	NA	NA	NA	3.309012094439205E-5
2	179410964	4	120882	NA	NA	NA	3.309012094439205E-5
2	179410964	4	120882	NA	NA	NA	3.309012094439205E-5
2	179410973	3	120874	NA	NA	NA	2.4819233251154093E-5
2	179410973	3	120874	NA	NA	NA	2.4819233251154093E-5
2	179410973	3	120874	NA	NA	NA	2.4819233251154093E-5
2	179410973	3	120874	NA	NA	NA	2.4819233251154093E-5
2	179410975	5	120880	NA	NA	NA	4.1363335539377896E-5
2	179410975	5	120880	NA	NA	NA	4.1363335539377896E-5
2	179410975	5	120880	NA	NA	NA	4.1363335539377896E-5
2	179410975	5	120880	probably_damaging(0.989)	NA	NA	4.1363335539377896E-5
2	179410976	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410976	2	120878	NA	NA	NA	1.6545607968364798E-5
2	179410976	2	120878	NA	NA	NA	1.6545607968364798E-5
