Chr	allele_count	position	PolyPhen
2	2	179613145	benign
2	1365	179613147	N/A
2	1365	179613147	benign
2	1	179613157	N/A
2	1	179613157	benign
2	1	179613162	N/A
2	1	179613162	N/A
2	1	179613166	N/A
2	1	179613166	benign
2	7	179613176	N/A
2	7	179613176	benign
2	1	179613178	N/A
2	1	179613178	benign
2	236	179613179	N/A
2	236	179613179	benign
2	1	179613181	N/A
2	1	179613181	benign
2	6	179613187	N/A
2	6	179613187	N/A
2	993	179613191	N/A
2	993	179613191	benign
2	1	179613197	N/A
2	1	179613197	N/A
2	2	179613225	N/A
2	2	179613225	N/A
2	3	179613229	N/A
2	3	179613229	benign
2	1	179613231	N/A
2	1	179613231	N/A
2	30	179613239	N/A
2	30	179613239	benign
2	1	179613242	N/A
2	1	179613242	benign
2	2	179613244	N/A
2	2	179613244	benign
2	1	179613253	N/A
2	1	179613253	benign
2	1	179613257	N/A
2	1	179613257	benign
2	698	179613258	N/A
2	698	179613258	N/A
2	747	179613264	N/A
2	747	179613264	benign
2	207	179613268	N/A
2	207	179613268	benign
2	3	179613269	N/A
2	3	179613269	benign
2	1	179613273	N/A
2	1	179613273	N/A
2	1	179613275	N/A
2	1	179613275	benign
2	1	179613277	N/A
2	1	179613277	benign
2	1	179613278	N/A
2	1	179613278	benign
2	5	179613284	N/A
2	5	179613284	benign
2	2	179613297	N/A
2	2	179613297	benign
2	3	179613305	N/A
2	3	179613305	benign
2	1	179613305	N/A
2	1	179613305	N/A
2	1	179613307	N/A
2	1	179613307	benign
2	2	179613328	N/A
2	2	179613328	benign
2	1	179613331	N/A
2	1	179613331	benign
2	14	179613335	N/A
2	14	179613335	benign
2	1	179613343	N/A
2	1	179613343	benign
2	1	179613344	N/A
2	1	179613344	benign
2	11	179613345	N/A
2	11	179613345	N/A
2	3	179613347	N/A
2	3	179613347	benign
2	1	179613353	N/A
2	1	179613353	N/A
2	2	179613357	N/A
2	2	179613357	benign
2	1	179613368	N/A
2	1	179613368	benign
2	1	179613374	N/A
2	1	179613374	N/A
2	3	179613376	N/A
2	3	179613376	benign
2	1	179613378	N/A
2	1	179613378	benign
2	2	179613380	N/A
2	2	179613380	benign
2	6	179613381	N/A
2	6	179613381	N/A
2	4	179613395	N/A
2	4	179613395	benign
2	20	179613402	N/A
2	20	179613402	N/A
2	1	179613403	N/A
2	1	179613403	benign
2	2	179613404	N/A
2	2	179613404	benign
2	5	179613415	N/A
2	5	179613415	benign
2	1	179613422	N/A
2	1	179613422	N/A
2	1	179613431	N/A
2	1	179613431	benign
2	3	179613432	N/A
2	3	179613432	N/A
2	1	179613444	N/A
2	1	179613444	N/A
2	1	179613449	N/A
2	1	179613449	benign
2	1	179613449	N/A
2	1	179613449	benign
2	1	179613454	N/A
2	1	179613454	benign
2	1	179613458	N/A
2	1	179613458	benign
2	1	179613466	N/A
2	1	179613466	N/A
2	1	179613467	N/A
2	1	179613467	benign
2	3	179613483	N/A
2	3	179613483	N/A
2	1	179613483	N/A
2	1	179613483	benign
2	5	179613490	N/A
2	5	179613490	benign
2	147	179613494	N/A
2	147	179613494	benign
2	18	179613495	N/A
2	18	179613495	N/A
2	2	179613499	N/A
2	2	179613499	benign
2	8	179613505	N/A
2	8	179613505	benign
2	1	179613508	N/A
2	1	179613508	benign
2	1	179613509	N/A
2	1	179613509	benign
2	71	179613513	N/A
2	71	179613513	benign
2	1	179613518	N/A
2	1	179613518	N/A
2	482	179613519	N/A
2	482	179613519	N/A
2	3	179613522	N/A
2	3	179613522	N/A
2	5	179613526	N/A
2	5	179613526	benign
2	12	179613538	N/A
2	12	179613538	benign
2	14	179613541	N/A
2	14	179613541	benign
2	1	179613545	N/A
2	1	179613545	benign
2	1	179613547	N/A
2	1	179613547	benign
2	1	179613548	N/A
2	1	179613548	N/A
2	1	179613556	N/A
2	1	179613556	benign
2	2	179613559	N/A
2	2	179613559	N/A
2	1	179613563	N/A
2	1	179613563	N/A
2	4	179613566	N/A
2	4	179613566	benign
2	1	179613586	N/A
2	1	179613586	benign
2	1	179613587	N/A
2	1	179613587	benign
2	1	179613589	N/A
2	1	179613589	benign
2	3	179613607	N/A
2	3	179613607	benign
2	1	179613626	N/A
2	1	179613626	benign
2	1	179613628	N/A
2	1	179613628	benign
2	1	179613634	N/A
2	1	179613634	benign
2	1	179613642	N/A
2	1	179613642	N/A
2	1	179613644	N/A
2	1	179613644	benign
2	1	179613646	N/A
2	1	179613646	benign
2	484	179613649	N/A
2	484	179613649	benign
2	2567	179613651	N/A
2	2567	179613651	N/A
2	1	179613654	N/A
2	1	179613654	N/A
2	201	179613672	N/A
2	201	179613672	N/A
2	1	179613681	N/A
2	1	179613681	benign
2	1	179613684	N/A
2	1	179613684	N/A
2	2	179613687	N/A
2	2	179613687	N/A
2	1	179613695	N/A
2	1	179613695	benign
2	2	179613696	N/A
2	2	179613696	N/A
2	1	179613697	N/A
2	1	179613697	benign
2	1	179613700	N/A
2	1	179613700	benign
2	1	179613700	N/A
2	1	179613700	benign
2	9	179613715	N/A
2	9	179613715	benign
2	1	179613716	N/A
2	1	179613716	N/A
2	1	179613725	N/A
2	1	179613725	benign
2	1	179613726	N/A
2	1	179613726	benign
2	2	179613727	N/A
2	2	179613727	benign
2	1	179613736	N/A
2	1	179613736	possibly
2	1	179613741	N/A
2	1	179613741	N/A
2	1	179613745	N/A
2	1	179613745	benign
2	1	179613747	N/A
2	1	179613747	N/A
2	1	179613748	N/A
2	1	179613748	benign
2	2	179613753	N/A
2	2	179613753	N/A
2	1	179613757	N/A
2	1	179613757	benign
2	49	179613763	N/A
2	49	179613763	benign
2	9	179613771	N/A
2	9	179613771	N/A
2	1	179613772	N/A
2	1	179613772	benign
2	3	179613773	N/A
2	3	179613773	benign
2	1	179613774	N/A
2	1	179613774	N/A
2	73	179613780	N/A
2	73	179613780	benign
2	1	179613785	N/A
2	1	179613785	N/A
2	1	179613796	N/A
2	1	179613796	benign
2	1	179613799	N/A
2	1	179613799	benign
2	1	179613804	N/A
2	1	179613804	N/A
2	1	179613819	N/A
2	1	179613819	N/A
2	1	179613828	N/A
2	1	179613828	N/A
2	1	179613830	N/A
2	1	179613830	benign
2	1	179613837	N/A
2	1	179613837	N/A
2	1	179613838	N/A
2	1	179613838	N/A
2	1	179613839	N/A
2	1	179613839	benign
2	1	179613841	N/A
2	1	179613841	benign
2	1	179613842	N/A
2	1	179613842	benign
2	1	179613847	N/A
2	1	179613847	benign
2	1	179613851	N/A
2	1	179613851	benign
2	6	179613873	N/A
2	6	179613873	N/A
2	5	179613874	N/A
2	5	179613874	benign
2	19	179613883	N/A
2	19	179613883	benign
2	1	179613884	N/A
2	1	179613884	N/A
2	5	179613899	N/A
2	5	179613899	benign
2	2	179613899	N/A
2	2	179613899	benign
2	83	179613906	N/A
2	83	179613906	N/A
2	1	179613908	N/A
2	1	179613908	benign
2	1	179613915	N/A
2	1	179613915	N/A
2	2	179613919	N/A
2	2	179613919	benign
2	3	179613923	N/A
2	3	179613923	benign
2	1	179613924	N/A
2	1	179613924	N/A
2	1	179613929	N/A
2	1	179613929	N/A
2	1	179613931	N/A
2	1	179613931	benign
2	1	179613934	N/A
2	1	179613934	benign
2	1	179613948	N/A
2	1	179613948	benign
2	2	179613951	N/A
2	2	179613951	N/A
2	1	179613956	N/A
2	1	179613956	benign
2	1	179613960	N/A
2	1	179613960	N/A
2	633	179613962	N/A
2	633	179613962	benign
2	6	179613974	N/A
2	6	179613974	benign
2	1	179613985	N/A
2	1	179613985	benign
2	1	179613987	N/A
2	1	179613987	N/A
2	1	179613998	N/A
2	1	179613998	benign
2	2	179614001	N/A
2	2	179614001	benign
2	36	179614004	N/A
2	36	179614004	benign
2	1	179614008	N/A
2	1	179614008	benign
2	7	179614013	N/A
2	7	179614013	N/A
2	1	179614014	N/A
2	1	179614014	N/A
2	1	179614019	N/A
2	1	179614019	N/A
2	2	179614024	N/A
2	2	179614024	benign
2	2	179614027	N/A
2	2	179614027	benign
2	1	179614028	N/A
2	1	179614028	benign
2	1	179614032	N/A
2	1	179614032	N/A
2	2	179614044	N/A
2	2	179614044	N/A
2	5	179614045	N/A
2	5	179614045	benign
2	2	179614048	N/A
2	2	179614048	benign
2	1	179614049	N/A
2	1	179614049	N/A
2	240	179614059	N/A
2	240	179614059	N/A
2	1	179614063	N/A
2	1	179614063	benign
2	1	179614071	N/A
2	1	179614071	N/A
2	1	179614079	N/A
2	1	179614079	benign
2	34	179614082	N/A
2	34	179614082	benign
2	1	179614086	N/A
2	1	179614086	benign
2	1	179614097	N/A
2	1	179614097	benign
2	4	179614105	N/A
2	4	179614105	N/A
2	1	179614110	N/A
2	1	179614110	N/A
2	1	179614115	N/A
2	1	179614115	benign
2	1	179614116	N/A
2	1	179614116	N/A
2	2	179614116	N/A
2	2	179614116	N/A
2	1	179614118	N/A
2	1	179614118	benign
2	1	179614129	N/A
2	1	179614129	N/A
2	99	179614137	N/A
2	99	179614137	N/A
2	1	179614146	N/A
2	1	179614146	benign
2	79	179614148	N/A
2	79	179614148	benign
2	1	179614149	N/A
2	1	179614149	benign
2	3	179614153	N/A
2	3	179614153	benign
2	5	179614154	N/A
2	5	179614154	benign
2	1	179614155	N/A
2	1	179614155	N/A
2	1	179614158	N/A
2	1	179614158	benign
2	1	179614170	N/A
2	1	179614170	benign
2	2	179614171	N/A
2	2	179614171	benign
2	1	179614178	N/A
2	1	179614178	N/A
2	1	179614191	N/A
2	1	179614191	N/A
2	1	179614206	N/A
2	1	179614206	benign
2	2	179614223	N/A
2	2	179614223	N/A
2	1	179614224	N/A
2	1	179614224	N/A
2	1	179614234	N/A
2	1	179614234	benign
2	4	179614241	N/A
2	4	179614241	benign
2	2	179614241	N/A
2	2	179614241	benign
2	4	179614247	N/A
2	4	179614247	N/A
2	4	179614256	N/A
2	4	179614256	benign
2	1	179614259	N/A
2	1	179614259	benign
2	2	179614263	N/A
2	2	179614263	N/A
2	1	179614264	N/A
2	1	179614264	benign
2	1	179614283	N/A
2	1	179614283	benign
2	1	179614298	N/A
2	1	179614298	N/A
2	1	179614299	N/A
2	1	179614299	N/A
2	1	179614307	N/A
2	1	179614307	benign
2	2	179614307	N/A
2	2	179614307	N/A
2	1	179614312	N/A
2	1	179614312	benign
2	1	179614330	N/A
2	1	179614330	benign
2	8	179614349	N/A
2	8	179614349	benign
2	1	179614356	N/A
2	1	179614356	N/A
2	1	179614358	N/A
2	1	179614358	possibly
2	1	179614359	N/A
2	1	179614359	N/A
2	1	179614368	N/A
2	1	179614368	N/A
2	2	179614369	N/A
2	2	179614369	benign
2	1	179614372	N/A
2	1	179614372	benign
2	1	179614379	N/A
2	1	179614379	benign
2	1	179614381	N/A
2	1	179614381	benign
2	5	179614385	N/A
2	5	179614385	probably
2	1	179614388	N/A
2	1	179614388	benign
2	1	179614389	N/A
2	1	179614389	N/A
2	7	179614390	N/A
2	7	179614390	probably
2	3	179614395	N/A
2	3	179614395	N/A
2	20	179614403	N/A
2	20	179614403	possibly
2	4	179614404	N/A
2	4	179614404	N/A
2	1	179614408	N/A
2	1	179614408	benign
2	1	179614410	N/A
2	1	179614410	N/A
2	1	179614410	N/A
2	1	179614410	N/A
2	1	179614410	N/A
2	1	179614410	N/A
2	81	179614411	N/A
2	81	179614411	benign
2	7	179614428	N/A
2	7	179614428	N/A
2	3	179614428	N/A
2	3	179614428	N/A
2	3	179614454	N/A
2	3	179614454	benign
2	1	179614465	N/A
2	1	179614465	benign
2	2	179614468	N/A
2	2	179614468	benign
2	39	179614474	N/A
2	39	179614474	benign
2	1	179614482	N/A
2	1	179614482	N/A
2	1	179614521	N/A
2	1	179614521	benign
2	1	179614522	N/A
2	1	179614522	benign
2	1	179614541	N/A
2	1	179614541	N/A
2	3	179614564	N/A
2	3	179614564	probably
2	2	179614570	N/A
2	2	179614570	probably
2	3	179614577	N/A
2	3	179614577	possibly
2	11	179614577	N/A
2	11	179614577	probably
2	6	179614589	N/A
2	6	179614589	possibly
2	6	179614591	N/A
2	6	179614591	benign
2	1	179614594	N/A
2	1	179614594	probably
2	1	179614596	N/A
2	1	179614596	N/A
2	3	179614602	N/A
2	3	179614602	N/A
2	20	179614603	N/A
2	20	179614603	benign
2	1	179614603	N/A
2	1	179614603	N/A
2	2	179614612	N/A
2	2	179614612	benign
2	3	179614615	N/A
2	3	179614615	benign
2	2	179614617	N/A
2	2	179614617	N/A
2	1	179614630	N/A
2	1	179614630	benign
2	2	179614643	N/A
2	2	179614643	N/A
2	1	179614649	N/A
2	1	179614649	benign
2	1	179614657	N/A
2	1	179614657	benign
2	4	179614661	N/A
2	4	179614661	benign
2	2	179614669	N/A
2	2	179614669	benign
2	1	179614669	N/A
2	1	179614669	benign
2	3	179614672	N/A
2	3	179614672	benign
2	1	179614678	N/A
2	1	179614678	possibly
2	1	179614680	N/A
2	1	179614680	benign
2	1	179614682	N/A
2	1	179614682	benign
2	1	179614683	N/A
2	1	179614683	N/A
2	1	179614691	N/A
2	1	179614691	benign
2	1	179614693	N/A
2	1	179614693	benign
2	1	179614698	N/A
2	1	179614698	N/A
2	1	179614703	N/A
2	1	179614703	possibly
2	13	179614714	N/A
2	13	179614714	benign
2	1	179614718	N/A
2	1	179614718	benign
2	1	179614718	N/A
2	2	179614723	N/A
2	2	179614723	benign
2	2	179614723	N/A
2	1	179614724	N/A
2	1	179614724	benign
2	1	179614724	N/A
2	2	179614727	N/A
2	2	179614727	benign
2	2	179614727	N/A
2	1	179614730	N/A
2	1	179614730	benign
2	1	179614730	N/A
2	1	179614733	N/A
2	1	179614733	N/A
2	1	179614733	N/A
2	10	179614740	N/A
2	10	179614740	N/A
2	10	179614740	N/A
2	1	179614742	N/A
2	1	179614742	benign
2	1	179614742	N/A
2	3	179614748	N/A
2	3	179614748	benign
2	3	179614748	N/A
2	1	179614758	N/A
2	1	179614758	N/A
2	1	179614758	N/A
2	1	179614759	N/A
2	1	179614759	benign
2	1	179614759	N/A
2	1	179614763	N/A
2	1	179614763	N/A
2	1	179614763	N/A
2	1	179614766	N/A
2	1	179614766	benign
2	1	179614766	N/A
2	1	179614772	N/A
2	1	179614772	N/A
2	1	179614772	N/A
2	1	179614775	N/A
2	1	179614775	N/A
2	1	179614775	N/A
2	1	179614776	N/A
2	1	179614776	N/A
2	1	179614776	N/A
2	1	179614785	N/A
2	1	179614785	N/A
2	1	179614785	N/A
2	1	179614793	N/A
2	1	179614793	benign
2	1	179614793	N/A
2	1	179614795	N/A
2	1	179614795	benign
2	1	179614795	N/A
2	11	179614801	N/A
2	11	179614801	benign
2	11	179614801	N/A
2	1	179614803	N/A
2	1	179614803	N/A
2	1	179614803	N/A
2	2	179614805	N/A
2	2	179614805	benign
2	2	179614805	N/A
2	1	179614806	N/A
2	1	179614806	N/A
2	1	179614806	N/A
2	3	179614823	N/A
2	3	179614823	benign
2	3	179614823	N/A
2	3	179614837	N/A
2	3	179614837	benign
2	3	179614837	N/A
2	2	179614862	N/A
2	2	179614862	benign
2	2	179614862	N/A
2	1	179614863	N/A
2	1	179614863	N/A
2	1	179614863	N/A
2	1	179614870	N/A
2	1	179614870	benign
2	1	179614870	N/A
2	1	179614870	N/A
2	1	179614870	N/A
2	1	179614870	N/A
2	1	179614882	N/A
2	1	179614882	benign
2	1	179614882	N/A
2	1	179614886	N/A
2	1	179614886	benign
2	1	179614886	N/A
2	14	179614887	N/A
2	14	179614887	N/A
2	14	179614887	N/A
2	1	179614888	N/A
2	1	179614888	benign
2	1	179614888	N/A
2	2	179614891	N/A
2	2	179614891	benign
2	2	179614891	N/A
2	1	179614897	N/A
2	1	179614897	benign
2	1	179614897	N/A
2	1	179614897	N/A
2	1	179614897	benign
2	1	179614897	N/A
2	254	179614901	N/A
2	254	179614901	benign
2	254	179614901	N/A
2	1	179614901	N/A
2	1	179614901	N/A
2	1	179614901	N/A
2	1	179614908	N/A
2	1	179614908	benign
2	1	179614908	N/A
2	1	179614918	N/A
2	1	179614918	N/A
2	1	179614918	N/A
2	3	179614922	N/A
2	3	179614922	benign
2	3	179614922	N/A
2	2	179614922	N/A
2	2	179614922	benign
2	2	179614922	N/A
2	10	179614923	N/A
2	10	179614923	N/A
2	10	179614923	N/A
2	1	179614924	N/A
2	1	179614924	benign
2	1	179614924	N/A
2	1	179614929	N/A
2	1	179614929	N/A
2	1	179614929	N/A
2	1	179614932	N/A
2	1	179614932	N/A
2	1	179614932	N/A
2	1	179614934	N/A
2	1	179614934	N/A
2	1	179614934	N/A
2	1	179614943	N/A
2	1	179614943	benign
2	1	179614943	N/A
2	10	179614946	N/A
2	10	179614946	possibly
2	10	179614946	N/A
2	1	179614946	N/A
2	1	179614946	N/A
2	1	179614946	N/A
2	3	179614947	N/A
2	3	179614947	N/A
2	3	179614947	N/A
2	5	179614949	N/A
2	5	179614949	benign
2	5	179614949	N/A
2	120495	179614952	N/A
2	120495	179614952	N/A
2	120495	179614952	N/A
2	2	179614970	N/A
2	2	179614970	N/A
2	2	179614970	N/A
2	1	179614973	N/A
2	1	179614973	benign
2	1	179614973	N/A
2	14	179614974	N/A
2	14	179614974	N/A
2	14	179614974	N/A
2	3	179614975	N/A
2	3	179614975	benign
2	3	179614975	N/A
2	7	179614988	N/A
2	7	179614988	benign
2	7	179614988	N/A
2	1	179614993	N/A
2	1	179614993	benign
2	1	179614993	N/A
2	2	179614998	N/A
2	2	179614998	N/A
2	2	179614998	N/A
2	1	179614999	N/A
2	1	179614999	benign
2	1	179614999	N/A
2	1	179615000	N/A
2	1	179615000	benign
2	1	179615000	N/A
2	1	179615006	N/A
2	1	179615006	benign
2	1	179615006	N/A
2	1	179615010	N/A
2	1	179615010	N/A
2	1	179615010	N/A
2	1	179615011	N/A
2	1	179615011	benign
2	1	179615011	N/A
2	1	179615018	N/A
2	1	179615018	N/A
2	1	179615018	N/A
2	41	179615024	N/A
2	41	179615024	benign
2	41	179615024	N/A
2	1	179615029	N/A
2	1	179615029	possibly
2	1	179615029	N/A
2	3	179615039	N/A
2	3	179615039	benign
2	3	179615039	N/A
2	2	179615040	N/A
2	2	179615040	N/A
2	2	179615040	N/A
2	1	179615044	N/A
2	1	179615044	benign
2	1	179615044	N/A
2	1	179615048	N/A
2	1	179615048	benign
2	1	179615048	N/A
2	1	179615051	N/A
2	1	179615051	benign
2	1	179615051	N/A
2	1	179615055	N/A
2	1	179615055	N/A
2	1	179615055	N/A
2	1	179615059	N/A
2	1	179615059	probably
2	1	179615059	N/A
2	159	179615060	N/A
2	159	179615060	probably
2	159	179615060	N/A
2	1	179615060	N/A
2	1	179615060	probably
2	1	179615060	N/A
2	1	179615068	N/A
2	1	179615068	probably
2	1	179615068	N/A
2	1	179615076	N/A
2	1	179615076	N/A
2	1	179615076	N/A
2	1	179615078	N/A
2	1	179615078	possibly
2	1	179615078	N/A
2	1	179615086	N/A
2	1	179615086	benign
2	1	179615086	N/A
2	1	179615087	N/A
2	1	179615087	N/A
2	1	179615087	N/A
2	1	179615100	N/A
2	1	179615100	benign
2	1	179615100	N/A
2	5	179615102	N/A
2	5	179615102	benign
2	5	179615102	N/A
2	1	179615111	N/A
2	1	179615111	benign
2	1	179615111	N/A
2	12	179615120	N/A
2	12	179615120	benign
2	1	179615122	N/A
2	1	179615122	benign
2	1	179615136	N/A
2	1	179615136	benign
2	2	179615138	N/A
2	2	179615138	benign
2	3	179615145	N/A
2	3	179615145	N/A
2	5	179615145	N/A
2	5	179615145	N/A
2	4	179615146	N/A
2	4	179615146	possibly
2	5	179615146	N/A
2	5	179615146	benign
2	5	179615158	N/A
2	5	179615158	benign
2	3	179615170	N/A
2	3	179615170	benign
2	2	179615170	N/A
2	2	179615170	benign
2	5	179615171	N/A
2	5	179615171	benign
2	2	179615171	N/A
2	2	179615171	benign
2	1	179615172	N/A
2	1	179615172	N/A
2	3	179615177	N/A
2	3	179615177	benign
2	1	179615181	N/A
2	1	179615181	benign
2	3	179615183	N/A
2	3	179615183	benign
2	1	179615185	N/A
2	1	179615185	benign
2	1	179615194	N/A
2	1	179615194	possibly
2	2	179615199	N/A
2	2	179615199	N/A
2	1	179615200	N/A
2	1	179615200	probably
2	31	179615202	N/A
2	31	179615202	N/A
2	46	179615203	N/A
2	46	179615203	benign
2	1	179615208	N/A
2	1	179615208	N/A
2	2	179615210	N/A
2	2	179615210	benign
2	1	179615210	N/A
2	1	179615210	possibly
2	1	179615217	N/A
2	1	179615217	N/A
2	1	179615220	N/A
2	1	179615220	N/A
2	23	179615237	N/A
2	23	179615237	benign
2	3	179615237	N/A
2	3	179615237	benign
2	1	179615239	N/A
2	1	179615239	probably
2	1	179615244	N/A
2	1	179615244	N/A
2	2	179615254	N/A
2	2	179615254	probably
2	1	179615260	N/A
2	1	179615260	benign
2	1	179615270	N/A
2	1	179615270	N/A
2	175	179615278	N/A
2	175	179615278	possibly
2	1	179615297	N/A
2	1	179615297	probably
2	5	179615305	N/A
2	5	179615305	possibly
2	1	179615306	N/A
2	1	179615306	N/A
2	1	179615306	probably
2	1	179615306	N/A
2	1	179615306	possibly
2	1	179615306	N/A
2	1	179615311	N/A
2	1	179615311	benign
2	2	179615312	N/A
2	2	179615312	benign
2	1	179615315	N/A
2	1	179615315	benign
2	1	179615315	N/A
2	1	179615315	possibly
2	34	179615318	N/A
2	34	179615318	benign
2	36	179615320	N/A
2	36	179615320	benign
2	20	179615321	N/A
2	20	179615321	N/A
2	4	179615321	N/A
2	4	179615321	N/A
2	1	179615326	N/A
2	1	179615326	benign
2	2	179615326	N/A
2	2	179615326	benign
2	1	179615333	N/A
2	1	179615333	N/A
2	1	179615336	N/A
2	1	179615336	benign
2	1	179615343	N/A
2	1	179615343	N/A
2	1	179615344	N/A
2	1	179615344	benign
2	1	179615346	N/A
2	1	179615346	N/A
2	1	179615353	N/A
2	1	179615353	benign
2	1	179615354	N/A
2	1	179615354	benign
2	5	179615363	N/A
2	5	179615363	benign
2	3	179615364	N/A
2	3	179615364	N/A
2	1	179615369	N/A
2	1	179615369	benign
2	2	179615370	N/A
2	2	179615370	benign
2	3	179615375	N/A
2	3	179615375	benign
2	1	179615375	N/A
2	1	179615375	N/A
2	1	179615377	N/A
2	1	179615377	benign
2	1	179615383	N/A
2	1	179615383	benign
2	3	179615384	N/A
2	3	179615384	N/A
2	159	179615386	N/A
2	159	179615386	benign
2	6	179615392	N/A
2	6	179615392	benign
2	5	179615395	N/A
2	5	179615395	benign
2	3	179615415	N/A
2	3	179615415	N/A
2	1	179615417	N/A
2	1	179615417	possibly
2	3	179615427	N/A
2	3	179615427	benign
2	3	179615428	N/A
2	3	179615428	benign
2	1	179615429	N/A
2	1	179615429	N/A
2	2	179615431	N/A
2	2	179615431	benign
2	1	179615454	N/A
2	1	179615454	benign
2	5	179615459	N/A
2	5	179615459	benign
2	1	179615470	N/A
2	1	179615470	benign
2	1	179615473	N/A
2	1	179615473	benign
2	1	179615477	N/A
2	1	179615477	N/A
2	13	179615478	N/A
2	13	179615478	benign
2	5	179615486	N/A
2	5	179615486	benign
2	2	179615487	N/A
2	2	179615487	N/A
2	26	179615489	N/A
2	26	179615489	benign
2	15	179615492	N/A
2	15	179615492	benign
2	1	179615494	N/A
2	1	179615494	benign
2	2	179615497	N/A
2	2	179615497	benign
2	12	179615499	N/A
2	12	179615499	N/A
2	1	179615500	N/A
2	1	179615500	benign
2	1	179615507	N/A
2	1	179615507	benign
2	1	179615516	N/A
2	1	179615516	benign
2	1	179615525	N/A
2	1	179615525	benign
2	1	179615526	N/A
2	1	179615526	N/A
2	3	179615527	N/A
2	3	179615527	benign
2	1	179615534	N/A
2	1	179615534	benign
2	7	179615535	N/A
2	7	179615535	N/A
2	1	179615545	N/A
2	1	179615545	benign
2	6	179615553	N/A
2	6	179615553	N/A
2	2	179615584	N/A
2	2	179615584	benign
2	1	179615585	N/A
2	1	179615585	benign
2	2	179615587	N/A
2	2	179615587	N/A
2	2	179615593	N/A
2	2	179615593	benign
2	1	179615606	N/A
2	1	179615606	N/A
2	2	179615615	N/A
2	2	179615615	N/A
2	1	179615625	N/A
2	1	179615625	N/A
2	1	179615631	N/A
2	1	179615631	N/A
2	1	179615637	N/A
2	1	179615637	N/A
2	1	179615638	N/A
2	1	179615638	benign
2	3	179615642	N/A
2	3	179615642	benign
2	34	179615654	N/A
2	34	179615654	benign
2	3	179615655	N/A
2	3	179615655	N/A
2	1	179615656	N/A
2	1	179615656	benign
2	1	179615662	N/A
2	1	179615662	benign
2	1	179615673	N/A
2	1	179615673	N/A
2	1	179615681	N/A
2	1	179615681	benign
2	1	179615684	N/A
2	1	179615684	benign
2	1	179615690	N/A
2	1	179615690	benign
2	1	179615691	N/A
2	1	179615691	N/A
2	1	179615708	N/A
2	1	179615708	benign
2	1	179615719	N/A
2	1	179615719	benign
2	12	179615727	N/A
2	12	179615727	benign
2	1	179615729	N/A
2	1	179615729	N/A
2	1	179615733	N/A
2	1	179615733	benign
2	6	179615742	N/A
2	6	179615742	N/A
2	3	179615748	N/A
2	3	179615748	benign
2	1	179615762	N/A
2	1	179615762	benign
2	2	179615765	N/A
2	2	179615765	benign
2	1	179615770	N/A
2	1	179615770	benign
2	1	179615773	N/A
2	1	179615773	benign
2	1	179615777	N/A
2	1	179615777	benign
2	1	179615783	N/A
2	1	179615783	N/A
2	1	179615785	N/A
2	1	179615785	benign
2	1	179615801	N/A
2	1	179615801	benign
2	1	179615804	N/A
2	1	179615804	benign
2	4	179615806	N/A
2	4	179615806	benign
2	1	179615824	N/A
2	1	179615824	benign
2	1	179615835	N/A
2	1	179615835	N/A
2	1	179615836	N/A
2	1	179615836	benign
2	58	179615837	N/A
2	58	179615837	benign
2	47	179615844	N/A
2	47	179615844	benign
2	1	179615848	N/A
2	1	179615848	benign
2	20	179615849	N/A
2	20	179615849	benign
2	1	179615850	N/A
2	1	179615850	N/A
2	1	179615854	N/A
2	1	179615854	benign
2	2	179615857	N/A
2	2	179615857	benign
2	1	179615863	N/A
2	1	179615863	N/A
2	1	179615869	N/A
2	1	179615869	benign
2	45	179615873	N/A
2	45	179615873	benign
2	19	179615874	N/A
2	19	179615874	N/A
2	1	179615877	N/A
2	1	179615877	N/A
2	1	179615884	N/A
2	1	179615884	benign
2	100271	179615887	N/A
2	100271	179615887	benign
2	1	179615896	N/A
2	1	179615896	benign
2	16	179615901	N/A
2	16	179615901	N/A
2	1	179615903	N/A
2	1	179615903	N/A
2	1	179615911	N/A
2	1	179615911	benign
2	3	179615924	N/A
2	3	179615924	benign
2	1	179615930	N/A
2	1	179615930	benign
2	120419	179615931	N/A
2	120419	179615931	benign
2	1	179615936	N/A
2	1	179615936	benign
2	4	179615939	N/A
2	4	179615939	benign
2	1	179615947	N/A
2	1	179615947	benign
2	1	179615948	N/A
2	1	179615948	benign
2	5	179615958	N/A
2	5	179615958	N/A
2	3	179615959	N/A
2	3	179615959	benign
2	1	179615960	N/A
2	1	179615960	benign
2	2	179615968	N/A
2	2	179615968	possibly
2	1	179615970	N/A
2	1	179615970	N/A
2	1	179615979	N/A
2	1	179615979	benign
2	1	179615980	N/A
2	1	179615980	benign
2	1	179615984	N/A
2	1	179615984	benign
2	1	179615991	N/A
2	1	179615991	benign
2	120478	179615994	N/A
2	120478	179615994	N/A
2	4	179615995	N/A
2	4	179615995	benign
2	1	179616010	N/A
2	1	179616010	benign
2	1	179616016	N/A
2	1	179616016	benign
2	1	179616016	N/A
2	1	179616016	possibly
2	3	179616017	N/A
2	3	179616017	possibly
2	2	179616018	N/A
2	2	179616018	N/A
2	2	179616022	N/A
2	2	179616022	benign
2	1	179616024	N/A
2	1	179616024	benign
2	1	179616024	N/A
2	1	179616024	N/A
2	2	179616028	N/A
2	2	179616028	benign
2	1	179616034	N/A
2	1	179616034	benign
2	2	179616040	N/A
